movie_key,tmdb_id,movie_title,release_date,wikipedia_url,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,director_1,director_2,cast_1,cast_2,cast_3,cast_4,cast_5,budget_usd,box_office_revenue_usd
mov_tmdb_20504,20504,The Book of Eli,2010-01-14,,Action,Thriller,Science Fiction,,,,Allen Hughes,Albert Hughes,Denzel Washington,Gary Oldman,Mila Kunis,Ray Stevenson,Jennifer Beals,80000000,157107755
mov_tmdb_23023,23023,Tooth Fairy,2010-01-14,,Comedy,Family,Fantasy,,,,Michael Lembeck,,Dwayne Johnson,Stephen Merchant,Ashley Judd,Julie Andrews,Ryan Sheckler,48000000,112462508
mov_tmdb_23172,23172,The Spy Next Door,2010-01-15,,Action,Comedy,Family,,,,Brian Levant,,Jackie Chan,Amber Valletta,Madeline Carroll,Will Shadley,Alina Foley,28000000,66166000
mov_tmdb_22894,22894,Legion,2010-01-21,,Action,Fantasy,Horror,,,,Scott Stewart,,Paul Bettany,Dennis Quaid,Lucas Black,Kate Walsh,Tyrese Gibson,26000000,67918658
mov_tmdb_36970,36970,Oceans,2010-01-22,,Documentary,Family,Drama,,,,Jacques Perrin,,Jacques Perrin,,,,,80000000,83090556
mov_tmdb_12201,12201,Edge of Darkness,2010-01-28,,Crime,Drama,Mystery,Thriller,,,Martin Campbell,,Mel Gibson,Ray Winstone,Danny Huston,Bojana Novaković,Shawn Roberts,80000000,81126522
mov_tmdb_32657,32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,,Adventure,Fantasy,Family,,,,Chris Columbus,,Logan Lerman,Brandon T. Jackson,Alexandra Daddario,Jake Abel,Pierce Brosnan,95000000,226497209
mov_tmdb_22971,22971,Dear John,2010-02-04,,Drama,Romance,War,,,,Lasse Hallström,,Amanda Seyfried,Channing Tatum,Richard Jenkins,Henry Thomas,D.J. Cotrona,25000000,114977104
mov_tmdb_7978,7978,The Wolfman,2010-02-10,,Horror,,,,,,Joe Johnston,,Benicio del Toro,Anthony Hopkins,Emily Blunt,Hugo Weaving,Geraldine Chaplin,150000000,140700000
mov_tmdb_32856,32856,Valentine's Day,2010-02-10,,Comedy,Romance,,,,,Garry Marshall,,Jessica Alba,Kathy Bates,Jessica Biel,Bradley Cooper,Eric Dane,52000000,216528528
mov_tmdb_11324,11324,Shutter Island,2010-02-14,,Drama,Thriller,Mystery,,,,Martin Scorsese,,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Max von Sydow,Michelle Williams,80000000,294804195
mov_tmdb_28510,28510,Universal Soldier: Regeneration,2010-02-23,,Adventure,Action,Science Fiction,Thriller,,,John Hyams,,Jean-Claude Van Damme,Dolph Lundgren,Andrei Arlovski,Mike Pyle,Corey Johnson,14000000,153977852
mov_tmdb_12155,12155,Alice in Wonderland,2010-03-03,,Family,Fantasy,Adventure,,,,Tim Burton,,Mia Wasikowska,Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover,200000000,1025467110
mov_tmdb_22972,22972,Green Zone,2010-03-11,,War,Action,Adventure,Drama,Thriller,,Paul Greengrass,,Matt Damon,Greg Kinnear,Brendan Gleeson,Amy Ryan,Khalid Abdalla,100000000,94882889
mov_tmdb_27573,27573,The Bounty Hunter,2010-03-16,,Action,Comedy,Romance,,,,Andy Tennant,,Jennifer Aniston,Gerard Butler,Jason Sudeikis,Jeff Garlin,Ritchie Coster,40000000,136300000
mov_tmdb_10191,10191,How to Train Your Dragon,2010-03-18,,Fantasy,Adventure,Animation,Family,,,Dean DeBlois,Chris Sanders,Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,165000000,495141736
mov_tmdb_33217,33217,Diary of a Wimpy Kid,2010-03-19,,Comedy,Family,,,,,Thor Freudenthal,,Zachary Gordon,Robert Capron,Steve Zahn,Devon Bostick,Rachael Harris,15000000,75700000
mov_tmdb_18823,18823,Clash of the Titans,2010-03-26,,Adventure,Fantasy,Action,,,,Louis Leterrier,,Sam Worthington,Gemma Arterton,Mads Mikkelsen,Alexa Davalos,Jason Flemyng,125000000,493214993
mov_tmdb_23048,23048,Hot Tub Time Machine,2010-03-26,,Science Fiction,Comedy,Adventure,,,,Steve Pink,,John Cusack,Craig Robinson,Rob Corddry,Clark Duke,Sebastian Stan,36000000,64780213
mov_tmdb_23483,23483,Kick-Ass,2010-03-26,,Action,Crime,,,,,Matthew Vaughn,,Aaron Taylor-Johnson,Chloë Grace Moretz,Nicolas Cage,Lyndsy Fonseca,Mark Strong,28000000,96188903
mov_tmdb_35019,35019,Nanny McPhee and the Big Bang,2010-03-26,,Comedy,Fantasy,Family,,,,Susanna White,,Emma Thompson,Asa Butterfield,Lil Woods,Oscar Steer,Rosie Taylor-Ritson,35000000,93251121
mov_tmdb_35690,35690,The Last Song,2010-03-31,,Drama,Family,Romance,,,,Julie Anne Robinson,,Miley Cyrus,Greg Kinnear,Bobby Coleman,Liam Hemsworth,Hallock Beals,20000000,89137047
mov_tmdb_35056,35056,Date Night,2010-04-08,,Comedy,Action,Adventure,,,,Shawn Levy,,Steve Carell,Tina Fey,Mark Wahlberg,Taraji P. Henson,Jimmi Simpson,55000000,152300000
mov_tmdb_38234,38234,Undisputed III: Redemption,2010-04-17,,Action,Thriller,Crime,Drama,,,Isaac Florentine,,Scott Adkins,Mykel Shannon Jenkins,Mark Ivanir,Hristo Shopov,Marko Zaror,3000000,76500000
mov_tmdb_34806,34806,The Back-Up Plan,2010-04-23,,Comedy,Romance,,,,,Alan Poul,,Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,Eric Christian Olsen,Anthony Anderson,35000000,77477008
mov_tmdb_10138,10138,Iron Man 2,2010-04-28,,Adventure,Action,Science Fiction,,,,Jon Favreau,,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Scarlett Johansson,Sam Rockwell,200000000,623933331
mov_tmdb_23437,23437,A Nightmare on Elm Street,2010-04-30,,Horror,Mystery,Thriller,,,,Samuel Bayer,,Rooney Mara,Kyle Gallner,Jackie Earle Haley,Katie Cassidy,Thomas Dekker,35000000,115665418
mov_tmdb_20662,20662,Robin Hood,2010-05-12,,Action,Adventure,History,Drama,,,Ridley Scott,,Russell Crowe,Cate Blanchett,Max von Sydow,William Hurt,Mark Strong,200000000,321669741
mov_tmdb_37056,37056,Letters to Juliet,2010-05-13,,Comedy,Drama,Romance,,,,Gary Winick,,Amanda Seyfried,Christopher Egan,Gael García Bernal,Vanessa Redgrave,Franco Nero,30000000,82148538
mov_tmdb_9543,9543,Prince of Persia: The Sands of Time,2010-05-19,,Adventure,Fantasy,Action,,,,Mike Newell,,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Steve Toussaint,200000000,336365676
mov_tmdb_10192,10192,Shrek Forever After,2010-05-20,,Comedy,Adventure,Fantasy,Animation,Family,,Mike Mitchell,,Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Walt Dohrn,165000000,752600867
mov_tmdb_37786,37786,Sex and the City 2,2010-05-26,,Comedy,Drama,Romance,,,,Michael Patrick King,,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Cynthia Nixon,Chris Noth,100000000,290700000
mov_tmdb_32823,32823,Get Him to the Greek,2010-06-03,,Adventure,Comedy,Music,,,,Nicholas Stoller,,Jonah Hill,Russell Brand,Rose Byrne,Elisabeth Moss,Tyler McKinney,40000000,90029656
mov_tmdb_38579,38579,Marmaduke,2010-06-03,,Family,Comedy,,,,,Tom Dey,,Owen Wilson,Emma Stone,George López,Caroline Sunshine,Finley Jacobsen,50000000,83761844
mov_tmdb_37821,37821,Killers,2010-06-04,,Action,Comedy,Thriller,Romance,,,Robert Luketic,,Ashton Kutcher,Katherine Heigl,Tom Selleck,Catherine O'Hara,Katheryn Winnick,75000000,98159963
mov_tmdb_34544,34544,The A-Team,2010-06-09,,Action,Comedy,Crime,,,,Joe Carnahan,,Liam Neeson,Bradley Cooper,Jessica Biel,Quinton 'Rampage' Jackson,Sharlto Copley,110000000,177238796
mov_tmdb_38575,38575,The Karate Kid,2010-06-10,,Action,Adventure,Drama,Family,,,Harald Zwart,,Jaden Smith,Jackie Chan,Taraji P. Henson,Wenwen Han,Zac Wang,40000000,359126022
mov_tmdb_37834,37834,Knight and Day,2010-06-15,,Action,Comedy,,,,,James Mangold,,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Viola Davis,Jordi Mollà,117000000,261989769
mov_tmdb_10193,10193,Toy Story 3,2010-06-16,,Animation,Family,Comedy,,,,Lee Unkrich,,Tom Hanks,Tim Allen,Joan Cusack,Don Rickles,Wallace Shawn,200000000,1067316101
mov_tmdb_24021,24021,The Twilight Saga: Eclipse,2010-06-23,,Adventure,Fantasy,Drama,Romance,,,David Slade,,Kristen Stewart,Robert Pattinson,Taylor Lautner,Bryce Dallas Howard,Dakota Fanning,68000000,698491347
mov_tmdb_38365,38365,Grown Ups,2010-06-24,,Comedy,,,,,,Dennis Dugan,,Adam Sandler,Kevin James,Chris Rock,David Spade,Rob Schneider,80000000,271457606
mov_tmdb_10196,10196,The Last Airbender,2010-06-30,,Action,Adventure,Fantasy,,,,M. Night Shyamalan,,Noah Ringer,Dev Patel,Nicola Peltz,Jackson Rathbone,Shaun Toub,150000000,319713881
mov_tmdb_34851,34851,Predators,2010-07-07,,Science Fiction,Action,Thriller,,,,Nimród Antal,,Adrien Brody,Topher Grace,Alice Braga,Walton Goggins,Oleg Taktarov,40000000,127233108
mov_tmdb_20352,20352,Despicable Me,2010-07-08,,Animation,Comedy,Crime,Science Fiction,Family,,Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,69000000,543284256
mov_tmdb_41216,41216,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,,Animation,Adventure,Family,Fantasy,,,Zack Snyder,,Jim Sturgess,Ryan Kwanten,Hugo Weaving,Helen Mirren,Geoffrey Rush,80000000,140073390
mov_tmdb_27022,27022,The Sorcerer's Apprentice,2010-07-13,,Fantasy,Adventure,Action,,,,Jon Turteltaub,,Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Toby Kebbell,150000000,215300000
mov_tmdb_27205,27205,Inception,2010-07-15,,Action,Science Fiction,Adventure,,,,Christopher Nolan,,Leonardo DiCaprio,Joseph Gordon-Levitt,Ken Watanabe,Tom Hardy,Elliot Page,160000000,839030630
mov_tmdb_51739,51739,The Secret World of Arrietty,2010-07-16,,Fantasy,Animation,Family,,,,Hiromasa Yonebayashi,,Mirai Shida,Ryunosuke Kamiki,Tomokazu Miura,Keiko Takeshita,Kirin Kiki,23000000,149660003
mov_tmdb_27576,27576,Salt,2010-07-21,,Action,Mystery,Thriller,,,,Phillip Noyce,,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,August Diehl,110000000,293329073
mov_tmdb_44560,44560,Aftershock,2010-07-22,,Drama,,,,,,Feng Xiaogang,,Xu Fan,Zhang Jingchu,Wang Ziwen,Chen Daoming,Jerry Lee,25000000,100297064
mov_tmdb_39691,39691,Cats & Dogs: The Revenge of Kitty Galore,2010-07-29,,Family,Adventure,Comedy,Fantasy,Action,,Brad Peyton,,James Marsden,Nick Nolte,Christina Applegate,Bette Midler,Pascale Hutton,85000000,112483764
mov_tmdb_38778,38778,Dinner for Schmucks,2010-07-30,,Comedy,,,,,,Jay Roach,,Paul Rudd,Steve Carell,Stephanie Szostak,Jemaine Clement,Zach Galifianakis,69000000,86387857
mov_tmdb_41233,41233,Step Up 3D,2010-08-04,,Drama,Romance,,,,,Jon M. Chu,,Sharni Vinson,Rick Malambri,Adam Sevani,Alyson Stoner,Joe Slaughter,30000000,159291809
mov_tmdb_27581,27581,The Other Guys,2010-08-06,,Comedy,Action,,,,,Adam McKay,,Will Ferrell,Mark Wahlberg,Eva Mendes,Michael Keaton,Steve Coogan,100000000,170432927
mov_tmdb_27578,27578,The Expendables,2010-08-07,,Thriller,Adventure,Action,,,,Sylvester Stallone,,Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,Eric Roberts,80000000,274470394
mov_tmdb_38167,38167,Eat Pray Love,2010-08-12,,Drama,Romance,,,,,Ryan Murphy,,Julia Roberts,Javier Bardem,James Franco,Billy Crudup,Richard Jenkins,60000000,204594016
mov_tmdb_40264,40264,Vampires Suck,2010-08-18,,Comedy,Fantasy,,,,,Jason Friedberg,Aaron Seltzer,Jenn Proske,Matt Lanter,Chris Riggi,Diedrich Bader,Anneliese Van Der Pol,20000000,80547866
mov_tmdb_43593,43593,Piranha 3D,2010-08-20,,Comedy,Horror,,,,,Alexandre Aja,,Elisabeth Shue,Jerry O'Connell,Steven R. McQueen,Jessica Szohr,Kelly Brook,24000000,83188165
mov_tmdb_22907,22907,Takers,2010-08-26,,Action,Crime,Drama,Thriller,,,John Luessenhop,,Matt Dillon,Paul Walker,Idris Elba,Hayden Christensen,Chris Brown,32000000,80205382
mov_tmdb_38358,38358,The Last Exorcism,2010-08-27,,Horror,Thriller,Mystery,,,,Daniel Stamm,,Patrick Fabian,Ashley Bell,Iris Bahr,Louis Herthum,Caleb Landry Jones,1800000,69400000
mov_tmdb_27579,27579,The American,2010-08-31,,Crime,Drama,Thriller,,,,Anton Corbijn,,George Clooney,Violante Placido,Thekla Reuten,Paolo Bonacelli,Johan Leysen,20000000,67900000
mov_tmdb_35791,35791,Resident Evil: Afterlife,2010-09-01,,Action,Adventure,Horror,Science Fiction,,,Paul W. S. Anderson,,Milla Jovovich,Ali Larter,Kim Coates,Shawn Roberts,Sergio Peris-Mencheta,60000000,300228084
mov_tmdb_23168,23168,The Town,2010-09-15,,Crime,Drama,Thriller,,,,Ben Affleck,,Ben Affleck,Jeremy Renner,Rebecca Hall,Jon Hamm,Blake Lively,37000000,154026136
mov_tmdb_37735,37735,Easy A,2010-09-16,,Comedy,,,,,,Will Gluck,,Emma Stone,Penn Badgley,Amanda Bynes,Dan Byrd,Thomas Haden Church,8000000,75026327
mov_tmdb_33909,33909,Wall Street: Money Never Sleeps,2010-09-20,,Drama,Crime,,,,,Oliver Stone,,Michael Douglas,Shia LaBeouf,Josh Brolin,Carey Mulligan,Frank Langella,70000000,134748021
mov_tmdb_148284,148284,Enthiran,2010-10-01,,Action,Science Fiction,Adventure,,,,Shankar,,Rajinikanth,Aishwarya Rai Bachchan,Danny Denzongpa,Santhanam,Karunas,26400000,62000000
mov_tmdb_37799,37799,The Social Network,2010-10-01,,Drama,,,,,,David Fincher,,Jesse Eisenberg,Andrew Garfield,Armie Hammer,Justin Timberlake,Rooney Mara,40000000,224920315
mov_tmdb_48415,48415,Welcome to the South,2010-10-01,,Comedy,,,,,,Luca Miniero,,Claudio Bisio,Alessandro Siani,Angela Finocchiaro,Valentina Lodovini,Nando Paone,4000000,65584679
mov_tmdb_38408,38408,Life As We Know It,2010-10-02,,Comedy,Romance,Drama,,,,Greg Berlanti,,Katherine Heigl,Josh Duhamel,Josh Lucas,Alexis Clagett,Brynn Clagett,38000000,105734416
mov_tmdb_39514,39514,RED,2010-10-13,,Action,Adventure,Comedy,Crime,Thriller,,Robert Schwentke,,Bruce Willis,John Malkovich,Morgan Freeman,Helen Mirren,Mary-Louise Parker,58000000,199006387
mov_tmdb_16290,16290,Jackass 3D,2010-10-15,,Comedy,Documentary,Action,,,,Jeff Tremaine,,Johnny Knoxville,Bam Margera,Ryan Dunn,Steve-O,Chris Pontius,20000000,117224271
mov_tmdb_41436,41436,Paranormal Activity 2,2010-10-20,,Horror,Mystery,,,,,Tod Williams,,Sprague Grayden,Brian Boland,Molly Ephraim,Katie Featherston,Micah Sloat,3000000,177512032
mov_tmdb_44603,44603,Hereafter,2010-10-22,,Drama,Fantasy,,,,,Clint Eastwood,,Matt Damon,Cécile de France,Bryce Dallas Howard,Thierry Neuvic,Cyndi Mayo-Akeo,50000000,107000000
mov_tmdb_41439,41439,Saw 3D,2010-10-22,,Horror,Crime,,,,,Kevin Greutert,,Tobin Bell,Costas Mandylor,Betsy Russell,Cary Elwes,Sean Patrick Flanery,17000000,136151680
mov_tmdb_38055,38055,Megamind,2010-10-28,,Animation,Action,Comedy,Family,Science Fiction,,Tom McGrath,,Will Ferrell,Brad Pitt,Tina Fey,Jonah Hill,David Cross,130000000,321885765
mov_tmdb_41733,41733,Due Date,2010-11-03,,Comedy,Drama,,,,,Todd Phillips,,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,Jamie Foxx,Juliette Lewis,65000000,211800000
mov_tmdb_44048,44048,Unstoppable,2010-11-04,,Action,Thriller,,,,,Tony Scott,,Denzel Washington,Chris Pine,Rosario Dawson,Kevin Dunn,Kevin Corrigan,100000000,167805466
mov_tmdb_42684,42684,Skyline,2010-11-11,,Science Fiction,Action,Thriller,,,,Colin Strause,Greg Strause,Eric Balfour,Scottie Thompson,David Zayas,Donald Faison,Brittany Daniel,10500000,66984887
mov_tmdb_12444,12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,,Adventure,Fantasy,,,,,David Yates,,Daniel Radcliffe,Emma Watson,Rupert Grint,Toby Jones,Helena Bonham Carter,250000000,954305868
mov_tmdb_43539,43539,The Next Three Days,2010-11-18,,Romance,Drama,Thriller,Crime,,,Paul Haggis,,Russell Crowe,Elizabeth Banks,Ty Simpkins,Brian Dennehy,Helen Carey,30000000,67448651
mov_tmdb_43347,43347,Love & Other Drugs,2010-11-22,,Drama,Comedy,Romance,,,,Edward Zwick,,Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Hank Azaria,Josh Gad,30000000,102800000
mov_tmdb_42297,42297,Burlesque,2010-11-23,,Drama,Romance,,,,,Steve Antin,,Cher,Christina Aguilera,Cam Gigandet,Kristen Bell,Stanley Tucci,55000000,89500000
mov_tmdb_38757,38757,Tangled,2010-11-24,,Animation,Family,Adventure,,,,Nathan Greno,Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman,M.C. Gainey,260000000,592461732
mov_tmdb_45269,45269,The King's Speech,2010-11-26,,Drama,History,,,,,Tom Hooper,,Colin Firth,Geoffrey Rush,Helena Bonham Carter,Guy Pearce,Timothy Spall,15000000,414211549
mov_tmdb_10140,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,,Adventure,Family,Fantasy,,,,Michael Apted,,Georgie Henley,Skandar Keynes,Ben Barnes,Will Poulter,Anna Popplewell,155000000,415686217
mov_tmdb_44214,44214,Black Swan,2010-12-03,,Drama,Thriller,Horror,,,,Darren Aronofsky,,Natalie Portman,Mila Kunis,Vincent Cassel,Barbara Hershey,Winona Ryder,13000000,329398046
mov_tmdb_37710,37710,The Tourist,2010-12-08,,Action,Thriller,Romance,,,,Florian Henckel von Donnersmarck,,Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton,Steven Berkoff,100000000,278731369
mov_tmdb_45317,45317,The Fighter,2010-12-10,,Drama,,,,,,David O. Russell,,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,Mickey O'Keefe,25000000,129190869
mov_tmdb_20526,20526,TRON: Legacy,2010-12-14,,Adventure,Action,Science Fiction,,,,Joseph Kosinski,,Garrett Hedlund,Olivia Wilde,Jeff Bridges,Bruce Boxleitner,James Frain,170000000,409912892
mov_tmdb_41515,41515,Yogi Bear,2010-12-17,,Comedy,Family,Animation,Adventure,,,Eric Brevig,,Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh,T.J. Miller,80000000,203509374
mov_tmdb_52077,52077,Nothing to Declare,2010-12-20,,Comedy,,,,,,Dany Boon,,Benoît Poelvoorde,Dany Boon,Julie Bernard,Christel Pedrinelli,Joachim Ledeganck,28000000,93800000
mov_tmdb_39451,39451,Little Fockers,2010-12-21,,Comedy,Romance,,,,,Paul Weitz,,Robert De Niro,Ben Stiller,Owen Wilson,Dustin Hoffman,Barbra Streisand,100000000,310650585
mov_tmdb_44264,44264,True Grit,2010-12-22,,Drama,Adventure,Western,,,,Ethan Coen,Joel Coen,Jeff Bridges,Hailee Steinfeld,Matt Damon,Josh Brolin,Barry Pepper,38000000,252300000
mov_tmdb_38745,38745,Gulliver's Travels,2010-12-23,,Family,Comedy,Adventure,Fantasy,,,Rob Letterman,,Jack Black,Jason Segel,Emily Blunt,Amanda Peet,Billy Connolly,112000000,237382724
mov_tmdb_23047,23047,Season of the Witch,2011-01-07,,Adventure,Fantasy,Action,,,,Dominic Sena,,Nicolas Cage,Ron Perlman,Ulrich Thomsen,Christopher Lee,Fernanda Dorogi,40000000,91627228
mov_tmdb_40805,40805,The Green Hornet,2011-01-12,,Action,Crime,Comedy,,,,Michel Gondry,,Seth Rogen,Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,120000000,227817248
mov_tmdb_45772,45772,Gnomeo & Juliet,2011-01-13,,Animation,Family,,,,,Kelly Asbury,,James McAvoy,Emily Blunt,Michael Caine,Maggie Smith,Julie Walters,36000000,189712432
mov_tmdb_44564,44564,The Dilemma,2011-01-13,,Comedy,Drama,,,,,Ron Howard,,Vince Vaughn,Kevin James,Winona Ryder,Jennifer Connelly,Queen Latifah,70000000,67112664
mov_tmdb_41630,41630,No Strings Attached,2011-01-21,,Comedy,Romance,,,,,Ivan Reitman,,Natalie Portman,Ashton Kutcher,Kevin Kline,Cary Elwes,Greta Gerwig,25000000,149200000
mov_tmdb_48171,48171,The Rite,2011-01-28,,Drama,Thriller,Horror,,,,Mikael Håfström,,Anthony Hopkins,Colin O'Donoghue,Alice Braga,Rutger Hauer,Ciarán Hinds,37000000,96047633
mov_tmdb_48340,48340,Sanctum,2011-02-03,,Action,Thriller,,,,,Alister Grierson,,Richard Roxburgh,Ioan Gruffudd,Rhys Wakefield,Alice Parkinson,Dan Wyllie,30000000,108609310
mov_tmdb_50546,50546,Just Go with It,2011-02-10,,Comedy,Romance,,,,,Dennis Dugan,,Adam Sandler,Jennifer Aniston,Brooklyn Decker,Nicole Kidman,Nick Swardson,80000000,214945591
mov_tmdb_54518,54518,Justin Bieber: Never Say Never,2011-02-11,,Music,Documentary,Family,,,,Jon M. Chu,,Justin Bieber,Nathan Morris,Wanyá Morris,Shawn Stockman,Miley Cyrus,13000000,99036827
mov_tmdb_39513,39513,Paul,2011-02-14,,Adventure,Comedy,Science Fiction,,,,Greg Mottola,,Simon Pegg,Nick Frost,Seth Rogen,Jason Bateman,Kristen Wiig,40000000,98000000
mov_tmdb_38322,38322,"Big Mommas: Like Father, Like Son",2011-02-16,,Crime,Comedy,Action,,,,John Whitesell,,Martin Lawrence,Brandon T. Jackson,Jessica Lucas,Portia Doubleday,Emily Rios,32000000,82686066
mov_tmdb_48138,48138,Unknown,2011-02-16,,Action,Mystery,Thriller,,,,Jaume Collet-Serra,,Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Bruno Ganz,30000000,130786397
mov_tmdb_46529,46529,I Am Number Four,2011-02-18,,Action,Thriller,Science Fiction,Adventure,,,D.J. Caruso,,Alex Pettyfer,Dianna Agron,Teresa Palmer,Timothy Olyphant,Kevin Durand,50000000,149900000
mov_tmdb_48988,48988,Hall Pass,2011-02-25,,Comedy,Romance,,,,,Bobby Farrelly,Peter Farrelly,Owen Wilson,Jason Sudeikis,Jenna Fischer,Christina Applegate,Nicky Whelan,36000000,83200000
mov_tmdb_44896,44896,Rango,2011-03-02,,Animation,Comedy,Family,Western,Adventure,,Gore Verbinski,,Johnny Depp,Isla Fisher,Ned Beatty,Bill Nighy,Abigail Breslin,135000000,245724603
mov_tmdb_38050,38050,The Adjustment Bureau,2011-03-03,,Science Fiction,Thriller,Romance,,,,George Nolfi,,Matt Damon,Emily Blunt,John Slattery,Anthony Mackie,Michael Kelly,50200000,127900000
mov_tmdb_44943,44943,Battle: Los Angeles,2011-03-08,,Science Fiction,Action,,,,,Jonathan Liebesman,,Aaron Eckhart,Ramón Rodríguez,Will Rothhaar,Michael Peña,Bridget Moynahan,70000000,211800000
mov_tmdb_49730,49730,Red Riding Hood,2011-03-10,,Thriller,Drama,Fantasy,Mystery,Horror,Romance,Catherine Hardwicke,,Amanda Seyfried,Gary Oldman,Billy Burke,Shiloh Fernandez,Max Irons,42000000,89162162
mov_tmdb_51876,51876,Limitless,2011-03-17,,Thriller,Mystery,Science Fiction,,,,Neil Burger,,Bradley Cooper,Robert De Niro,Abbie Cornish,Andrew Howard,Anna Friel,27000000,161900000
mov_tmdb_50348,50348,The Lincoln Lawyer,2011-03-17,,Crime,Drama,Thriller,,,,Brad Furman,,Matthew McConaughey,Ryan Phillippe,William H. Macy,Marisa Tomei,Josh Lucas,40000000,85412898
mov_tmdb_23629,23629,Sucker Punch,2011-03-24,,Action,Fantasy,Thriller,,,,Zack Snyder,,Emily Browning,Abbie Cornish,Jena Malone,Vanessa Hudgens,Jamie Chung,82000000,89792502
mov_tmdb_60307,60307,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,,Family,Comedy,,,,,David Bowers,,Zachary Gordon,Devon Bostick,Robert Capron,Steve Zahn,Rachael Harris,18000000,72200000
mov_tmdb_50359,50359,Hop,2011-03-30,,Animation,Comedy,Family,,,,Tim Hill,,Russell Brand,James Marsden,Kaley Cuoco,Hank Azaria,Elizabeth Perkins,63000000,183953723
mov_tmdb_45612,45612,Source Code,2011-03-30,,Thriller,Science Fiction,Mystery,,,,Duncan Jones,,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,Michael Arden,32000000,147332697
mov_tmdb_49018,49018,Insidious,2011-03-31,,Horror,Thriller,,,,,James Wan,,Patrick Wilson,Rose Byrne,Lin Shaye,Ty Simpkins,Barbara Hershey,1500000,100106454
mov_tmdb_46195,46195,Rio,2011-04-03,,Animation,Adventure,Comedy,Family,,,Carlos Saldanha,,Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jane Lynch,will.i.am,90000000,483866772
mov_tmdb_50456,50456,Hanna,2011-04-07,,Action,Thriller,Adventure,,,,Joe Wright,,Saoirse Ronan,Eric Bana,Cate Blanchett,Tom Hollander,Jessica Barden,30000000,63782078
mov_tmdb_41446,41446,Scream 4,2011-04-13,,Horror,Mystery,,,,,Wes Craven,,Neve Campbell,David Arquette,Courteney Cox,Emma Roberts,Hayden Panettiere,40000000,97231420
mov_tmdb_55787,55787,Water for Elephants,2011-04-15,,Drama,Romance,,,,,Francis Lawrence,,Robert Pattinson,Reese Witherspoon,Christoph Waltz,Paul Schneider,Jim Norton,38000000,117094902
mov_tmdb_51497,51497,Fast Five,2011-04-20,,Action,Thriller,Crime,,,,Justin Lin,,Vin Diesel,Paul Walker,Jordana Brewster,Tyrese Gibson,Ludacris,125000000,626100000
mov_tmdb_10195,10195,Thor,2011-04-21,,Adventure,Fantasy,Action,,,,Kenneth Branagh,,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan Skarsgård,150000000,449326618
mov_tmdb_38321,38321,Priest,2011-05-05,,Action,Fantasy,Horror,,,,Scott Stewart,,Paul Bettany,Karl Urban,Lily Collins,Maggie Q,Stephen Moyer,60000000,84154026
mov_tmdb_49022,49022,Something Borrowed,2011-05-05,,Comedy,Drama,Romance,,,,Luke Greenfield,,Ginnifer Goodwin,Kate Hudson,Colin Egglesfield,John Krasinski,Steve Howey,35000000,65090821
mov_tmdb_59436,59436,Midnight in Paris,2011-05-11,,Fantasy,Comedy,Romance,,,,Woody Allen,,Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller,Adrien Brody,17000000,151119219
mov_tmdb_55721,55721,Bridesmaids,2011-05-13,,Comedy,Romance,,,,,Paul Feig,,Kristen Wiig,Maya Rudolph,Rose Byrne,Chris O'Dowd,Melissa McCarthy,32500000,288383523
